,title,paragraph,label
69,instant reaction: business and industry,â€œair passenger duty is an extremely blunt instrument that provides the treasury with extra funds for public spending without any benefit to the environment whatsoever. further taxing hard working families and british businesses is not the way to address climate change. this hike in air passenger duty is revenue-raising pure and simple and aviation is being treated as a cash cow.â€ ba spokesperson,unfavorable
605,a year in energy: what we have learnt in 2017,"from this yearâ€™s world energy outlook from the iea, this shows shifts in energy use, comparing the past 25 years or so with expectations for the next 25. all sources are still expected to grow, but oil by much less than during the past two decades, and coal barely at all. the iea has repeatedly underestimated the growth of renewable energy in the past, though. will that prove true again?",favorable
418,"uk public bodies fail to communicate climate science, say mps","it calls on the government not only to rely on individual scientists to address the public on climate change, but also â€œas a matter of urgency, draw up a climate change communication strategy and implement this consistently across all departmentsâ€.",unfavorable
462,more on the overvalued renminbi,"there is, in other words, an escapable cost to aimless capital expenditure, and that cost is wasted cheap energy and irreparable climate change, the sort that must be spared if civilisationâ€™s future is to be preserved.",unfavorable
711,"climate change risks are greater than thought, warns ipcc report",the unâ€™s guterres said â€œcurrent eventsâ€ made clear the reliance on fossil fuels â€œmakes the global economy and energy security vulnerableâ€.,unfavorable
395,schÃ¤uble warns green policies are harming german economy,critics charged brussels with putting economic growth ahead of climate change concerns; the eu has long been the strongest advocate internationally for tough environmental standards and a retreat by europe on the issue could have major implications for the global debate. ,unfavorable
324,nuclear energy: flexible fission,"executives believe such innovation is necessary if the industry is to secure a long-term place in the worldâ€™s changing energy mix, one that looks for affordable power and reduced carbon emissions. the worldâ€™s demand for electricity will grow almost twice as fast as its total energy consumption by 2035, according to the international energy agency. nuclear offers a low-carbon source of power but concerns about its safety, as well as costs and delays, persist. ",unfavorable
131,canberra sees cost benefit in co2 trades,"in december, the government will announce the countryâ€™s mid-term goal for cutting carbon emissions, which will dictate how many carbon permits are made available to companies covered by the trading system. the government has already committed to a 60 per cent cut in emissions by 2050.",favorable
219,flybe warns on switch to aircraft levy,"but jim french, chief executive of flybe, warned this would contradict the governmentâ€™s aim of allowing regional airports to soak up airport growth, as recommended by the governmentâ€™s advisory body on climate change. the government recently blocked the development of a third runway at heathrow, as well as expansions at stansted and gatwick.",unfavorable
356,mba programmes must tackle the business issues of climate change,"the latest such initiative is the global climate fund â€“ but while member countries squabble over how to raise the $200m that was agreed, the international energy agency is on record as stating that more than $10tr per decade has to be invested in new, green energy systems if any kind of solution to climate change is to be found. this would constitute an order of magnitude leap in the role of private finance in seeking climate solutions. where are such funds to come from?",unfavorable
187,delegates warned on copenhagen failure,"failure to agree a new global framework on climate change at copenhagen would squander the worldâ€™s best hope of avoiding the worst effects of global warming, officials from close to 190 countries heard on monday morning.",unfavorable
99,cbi backs new uk green taxes,"the governmentâ€™s 2020 Â­climate change targets are likely to be missed, it says, but the uk could be back on track by 2030 if companies, consumers and the government work together with a much greater sense of urgency.",favorable
9,high oil price renews alternative interest," though the us has refused to ratify the treaty, it remains a signatory to the agreement, giving it the right to participate in discussions on it. but the state department official said on monday: â€œwe believe that rather than focusing on future commitments we should focus on implementing policies that we â€¦and others are taking to address climate change.â€",favorable
496,time to end europeâ€™s dependence on russian energy,"the environmental impact of hydraulic fracking needs to be examined carefully. but it must also be weighed against the potential benefits of reducing carbon emissions by switching to shale gas from coal, which still represents a quarter of the euâ€™s total electricity production, and against the geopolitical costs of inaction, which leaves central and eastern european countries vulnerable to gazpromâ€™s scheming. while vestagerâ€™s bold moves against gazprom deserve applause, they are not nearly enough to address europeâ€™s energy woes.",unfavorable
199,cameron unveils tory energy strategy,industry concerns over investment in low-carbon energy have focused on the volatility of the price of carbon emissions permits.,favorable
185,us-japan: an easy marriage becomes a mÃ©nage Ã  trois,"many in tokyo believe a compromise will be found. japanâ€™s defence minister has broken ranks with his boss to calm us anxieties. one senior official in tokyo told me that a deal may be struck when mr obama and mr hatoyama attend the copenhagen climate change conference. yet the us administrationâ€™s maladroit diplomacy has exposed deeper discord. by demanding that the dpj elevate the former governmentâ€™s promise to washington above its own pledge to japanese voters, the us has sounded an unabashed hegemon. the scolding tone of robert gates, the us defence secretary, has echoes of general douglas macarthurâ€™s postwar imperium. ",unfavorable
194,"end of the decade: to what degree was britainâ€™s strong economic performance over most of the last decade, relative to other major developed economies, an illusion? what has been the most surprising economic event or trend of the past decade? what do you think will surprise others in the decade to come?","what do you think will surprise others in the decade to come? climate change will probably generate the biggest surprises and the biggest changes in policy and technology, as the flat-earthers are contradicted more and more by increasingly alarming trends in nature.",favorable
112,green moves fall short of radical claims,"climate change won a mention in the first two minutes of alistair darlingâ€™s budget wednesday, billed in advance as a â€œgreenâ€ budget that would raise green taxes and curb greenhouse gases.",favorable
412,scientists clash over un climate report,professor tol revealed last week that he had asked for his name to be removed from the studyâ€™s summary â€“ the most widely read section of the ipcc report â€“ because he believed it was too â€œalarmistâ€ and included â€œsillyâ€ statements about the vulnerability of people in war zones to climate change.,favorable
659,half uk universities commit to divesting from fossil fuels,"this month, the royal college of physicians announced it would stop investment in carbon-intensive companies and mining businesses whose operations were not aligned by 2023 with the paris climate agreement, which aims to keep a global temperature rise this century well below 2c above pre-industrial levels.",favorable
364,arctic methane forecast is far from implausible,we canâ€™t defeat climate change by sticking to tired old policies / from dr bjorn lomborg ,unfavorable
335,"close coal power stations to meet carbon targets, says report","this could happen unless there is investment in nuclear and renewable power capacity, a drive to reduce power consumption and sufficient encouragement of gas and biomass-fuelled generation. without this, she said, â€œthere are risks of prolonged high carbon emissions from both coal and gas power stationsâ€.",unfavorable
46,lower pollution sees co2 permit prices fall 30%,"erik verhaar, managing director of european power and gas at deutsche bank, said it was too early to say the eu was going to meet its carbon emissions reduction targets, as the bigger energy markets of germany, poland, italy, britain and spain had yet to report their 2005 levels. ",favorable
297,the china problem â€“ part ii,on questions of both climate change and energy security there needs to be a mechanism for engagement and the most obvious is the iea. the agency was established in the 1970s as a counterweight to the oil exporters of opec. china then imported negligible amounts. now it imports over 4 mbd and that is set to rise to 8 mbd by 2020. it is time to bring china â€“ and india â€“ into the club.,unfavorable
341,the response to climate change â€“ time to learn from america,"who knows which of the many strands of scientific work will produce the major breakthrough which is necessary to combat the risks of climate change at the global level. what seems clear is that science and technology are having a bigger impact on the problem than regulations and restrictions. for the climate lobby in europe, this should be a very sobering thought.",favorable
45,greenpeace: delivery time on climate change,"gordon brown has been talking about climate change in recent months: now itâ€™s delivery time. he needs to take serious action on road transport, aviation and energy efficiency in buildings. ",unfavorable
590,kenya shows renewables scope to plug africaâ€™s power supply gaps,"this is because while most governments still prioritise affordability, renewables are becoming more competitive on cost of supply. ",favorable
290,fire ice: gas source is little understood,a 2006 uk government review of the threat of climate change warned that a possible release of gas from methane hydrates represented one of the â€œlargest uncertaintiesâ€ facing climate change researchers. ,unfavorable
612,landmark ruling in germany allows cities to ban diesel cars,"a key risk for the carmakers is that bans in various cities could force them to retrofit expensive hardware solutions to reduce emissions of nitrogen dioxide in millions of cars. so far, volkswagen, bmw and daimler have only agreed to pay for less expensive software upgrades.",unfavorable
478,getting rid of fuel subsidies,"in theory the current conjuncture would be an excellent time to remove them. the fall in oil prices means that subsidies can be abolished without the cost to consumers and businesses rising in absolute terms. with policymakersâ€™ attention starting to focus on climate change talks in paris later this year, emerging markets can win themselves some global governance points â€“ and possibly cheap money for their renewables sector.",favorable
629,fusion has the power to avert climate change chaos,"there is a source of abundant energy that can dramatically decarbonise the global economy on the timescale that the intergovernmental panel on climate change calls for. fusion power, long the promised future of clean energy, is now an engineering problem, not a scientific curiosity.",favorable
352,old alliance gives west a chance for final stand,the larger group has proved too disparate to make much progress on issues that it singled out for attention â€“ such as tax evasion and climate change.,unfavorable
197,a changing corporate climate,"but no corporation can justify the investment required to reduce their carbon intensity without confidence that carbon emissions will become and remain much costlier than today, with few loopholes for those unwilling to pay. only governments can provide that predictability. their spineless failure to do so stops companies from making choices that would benefit us all. we are left, as us energy secretary steven chu aptly puts it, in a â€œcrazy never-never land situationâ€. ",unfavorable
667,prize-winning student essays on climate change,"among the toughest problems to solve is sourcing energy for aviation, heavy vehicles, shipping and those types of manufacturing for which the use of renewables is not yet feasible. just as technically complex is replacing petrochemicals, plastics and synthetic fibres, which all come from fossil fuels, and are used in everything from smartphones to sneakers. ",unfavorable
3,pressure on bush to address global warming," but european governments and climate change specialists are likely to be wary of approaches that rely on long-term technology development and bilateral agreements dealing with certain aspects of climate change, instead of multilateral agreements on taking immediate action to curb carbon emissions the approach that the eu and the united nations have taken.",favorable
436,biomass report adds to debate on power station subsidies,"a number of distinguished us scientists wrote to ed davey, the energy secretary, earlier this year urging him to abandon the â€œmisguidedâ€ subsidies, which they said would not reduce carbon emissions and were threatening important native forests.",unfavorable
10,eu report warns industry on water scarcity," the report calls for urgent action from eu governments. a new approach should be developed that examines the prospects for local and regional water needs and the probable impact of climate change, in order to draw up plans to mitigate the effects of climate change in each area.",favorable
471,funds press oil and gas groups on climate change,large pension funds and asset managers have urged oil and gas companies to explain how they are dealing with the threat of tougher climate change policies in the lead up to an international global warming agreement next year.,favorable
146,carbon prices,"idle factories, fewer fume-belching smokestacks. so itâ€™s no surprise that prices of carbon emissions permits have plunged in line with prospects for the world economy. more surprising is their recent rally. in europe, prices of permits that allow cement factories, power plants and other big polluters to spew greenhouse gases under the european unionâ€™s carbon cap-and-trade scheme have jumped 40 per cent from their mid-february nadir. ",favorable
664,world bankâ€™s pandemic bond failure; esg shakes virtual agm agendas; blackrockâ€™s green fed fight,"the coronavirus outbreak may result in a potential short-term dip in emissions, but there is a risk that the pandemic will overshadow environmental concerns, the ftâ€™s leslie hook writes in a must read article. â€œclimate talks have already been delayed and new policy initiatives postponed. the convention centre that was set to host the un climate talks in glasgow in november has been converted into a hospital for coronavirus patients. governments and world leaders have attention for only one crisis right now.â€",unfavorable
497,germanyâ€™s decision on coal brings a clash of wills,"finally, however, the problem is being addressed. the government is applying us-style regulatory tactics to reduce emissions from coal-powered plants by setting ever higher standards. under the plan announced by sigmar gabriel, the economics and energy minister, the rules will eliminate some 22m tonnes of carbon emissions and allow the country to meet its targets for 2020.",favorable
201,climate change: the runes of copenhagen are hard for industry to read,the copenhagen summit on climate change last december was the biggest meeting of world leaders ever to discuss issues such as global warming. its effects on the energy sector will be far-reaching â€“ but what those effects will be is unclear.,favorable
244,germanyâ€™s nonsensical energy policy,"germanyâ€™s government says it will shut down its nuclear power industry by 2022. it promises to reduce carbon emissions at the same time. to keep both promises through a combination of increased domestic output from renewable sources and lower demand for energy looks just about impossible. most likely, germany will have to import more energyâ€“generated from nuclear and/or fossil-fuel sources. quite what that achieves in terms of reducing the risk of nuclear accidents and diminishing global emissions of greenhouse gases would be hard to say.",unfavorable
638,norway cannot pretend climate goals do not exist,"in fact, norway should go much further in creating a coherent national climate change and investment policy. most of the exploration and development costs of norwayâ€™s offshore oil and gasfields come long before production starts. and because of favourable tax treatment, most of these upfront costs are borne by the state. in effect, the state provides free insurance for climate risk to exploration companies. these tax breaks should be scrapped, and new exploration licences in norwegian waters discontinued. to make its commitments to curb climate change credible, norway must begin to wean itself from its petroleum addiction.",unfavorable
441,uk energy department reverses drax biomass decision,the department of energy and climate change has reversed its decision to exclude drax group from receiving an enhanced subsidy package to help fund the conversion of one of its coal-fired generating units to biomass.,unfavorable
192,louisianaâ€™s shale gas bonanza,"â€œit is very significant,â€ says richard newell of the us energy information administration. under most scenarios of future energy and climate legislation, us natural gas production will increase during the next 20 years. but further ahead, the picture becomes less clear. by 2050, if the us built more nuclear and wind-generating capacity and managed to capture and store the carbon emitted from coal-fired power stations, then it would be cheaper to use those technologies than to burn more gas and capture its carbon emissions, newell says. â€œthe size of the role natural gas would play depends on the availability of those other options.â€",unfavorable
577,clean energy wrecking ball slips from trumpâ€™s grasp,"carbon dioxide, sulphur dioxide, methane and . . . donald trump? to the list of the big environmental hazards facing our planet, it is tempting to add the us president-elect. he has, after all, dismissed climate change as a hoax, threatened to ditch the paris accord on carbon emissions and promised to dismantle the obama administrationâ€™s clean energy programme.",unfavorable
524,climate talks can help deploy technologies on effective scale,"landing a man on the moon was a tremendous state-led engineering triumph. reducing carbon emissions to levels that could prevent dangerous climate change in a mixture of liberalised and non-liberalised markets requires action from governments, businesses and citizens across the entire economy.",favorable
109,fukuda warns of huge hole in budget,"he said it was wrong to abolish the petrol tax, which is worth about y25 a litre, when the international trend was to raise petrol levies to help slow carbon emissions. ",unfavorable
445,green energy outcry as pm tony abbott unpicks australian policy,"a report by economics consultancy jacobs for the climate institute says reducing the ret target would push up prices between 2020 and 2030, increase carbon emissions and provide an a$10bn windfall to coal and gas energy companies. ",unfavorable
706,jaguar land rover narrows losses as production picks up,"adrian mardell, jlrâ€™s finance chief, said the loan â€œwill help support the significant investment in our transition to offer a fully electrified product portfolio and to achieve our target of net zero carbon emissions by 2039.â€ ",favorable
536,paris climate conference is a rare opportunity â€” grab it,"a strong paris deal would transform the global energy economy and help avert the worst effects of climate change. success would reflect a new level of partnership: government leaders from every region, working constructively alongside the private sector and civil society to address an enormous challenge that no one could solve alone. ",favorable
123,johnson reverses skyscraper and homes policy,the mayorâ€™s consultation document also says the london plan should concentrate on achieving carbon emissions reductions in the capital rather than specifying which detailed technologies should be used in developments. ,favorable
285,focus falls on asset ownersâ€™ climate risks,"climate change and regulations to deal with it create the risk that many large, long-term investments could become stranded assets. ",unfavorable
21,a consistent policy on cleaner energy,climate change will top the agenda at the group of eight summit next week this summer and we support the european commissionâ€™s proposed directive to improve energy efficiency and manage energy demand. we also applaud the uk governmentâ€™s recent decision to invest Â£40m ($73m) in cleaner electricity generation from coal and gas as well as for hydrogen and fuel cells.,favorable
233,obama vows to cut barriers to business,mr boehner said regulations in the healthcare law and the prospect of more to curb carbon emissions would hurt business.,unfavorable
702,singaporeâ€™s uob asset management launches first etf in more than 10 years,"uobam claims that compared to the non-green apac reit index, there is a 4 per cent improvement in greenhouse gas emissions, a 3 per cent improvement in energy consumption, a 7 per cent improvement in water consumption, an 18 per cent improvement in design, construction and renovation-focused green building certification, and a 11 per cent improvement in valid operational green building certification.",favorable
39,vision for meeting energy needs beyond oil,"at shell we are testing an environmentally sensitive way of unlocking the large potential of oil shale in colorado using electric heaters to heat the rock formation and release light oil and gas. coal gasification offers a way of using coal more efficiently, cleanly and flexibly. the resulting â€œsyngasâ€ can fuel efficient combined cycle power plants. it can also be used, with the same technology as gas to liquids, to produce high-quality liquid fuels. the world will need these resources. but they are more carbon-intensive and increase the urgency of finding ways of tackling carbon emissions.",favorable
208,europe: danger zone,"the 12-member panel drew particular attention to the euâ€™s exclusion last december from the crucial final negotiations at the world summit on tackling climate change, a policy area in which europe prides itself on leading. â€œcopenhagen has demonstrated that the eu still falls short of being accepted as an indispensable interlocutor and player at the global level,â€ the report said.",unfavorable
354,q&a: global crackdown on tax avoidance,"so unless co-operation trumps competition, the drive to counter base erosion and profit shifting will fall short of its goal. there is a danger that the initiative, like the global ambition to tackle climate change, founders as governments give priority to their own national self-interests. the oecd hopes that a better analogy would be the recent drive to overturn bank secrecy and exchange tax information between countries, where progress has been far more dramatic than anyone hoped a few years ago. ",unfavorable
168,eu proposes â‚¬50bn climate change deal,"environmentalist groups were disappointed. â€œthe eu failed to use this opportunity to put its money where its mouth is,â€ said joris den blanken, greenpeaceâ€™s eu climate policy director. â€œbut all is not lost. today 27 of the worldâ€™s richest nations have backed global funding to tackle climate change in developing countries.â€",favorable
592,rosatom powers through nuclear industry woes,russia also recently unveiled subsidies for domestically-built renewable technology. ,favorable
587,march for science set for 500 cities around world,"bob ward, policy director at the grantham research institute on climate change and the environment at the london school of economics, will march in washington â€œto show solidarity with american climate scientists who are under particular attack from politicians, companies, lobbyists and parts of the media.â€",unfavorable
520,uk solar panel industry dismayed as subsidies face deep cuts,"a consultation paper published on the department of energy and climate change website set out details of a reduced programme of guaranteed prices, called feed-in tariffs, that would apply to small solar, wind and hydroelectric power installations from the start of january.",unfavorable
94,takeovers recast fast-changing sector,"as limiting carbon emissions moves up the mainstream political agenda, many of the companies investing in aluminium are pushing the message of aluminium being is an environmentally friendly material. they highlight its easy recycling using just a fraction of the energy used in primary production.",favorable
292,steelmakers hit hard by green taxes,"but it was also due to uk policies such as the carbon price floor, a plan to make companies pay more for their carbon emissions if the market price falls below certain levels.",favorable
152,uk car emissions exceed forecasts,"richard george of the campaign for better transport, said the figures showed that the government was not only underestimating carbon emissions but had â€œno workable methodâ€ of making such forecasts. â€œthe estimates were nowhere near what actually happened, it seems they donâ€™t know how to work out what carbon emissions will be,â€ he said.",unfavorable
321,eu must respond to the shale revolution,"aside from the geostrategic and climate change impact of shale, there is a considerable economic impact. high energy prices are not of themselves necessarily economically damaging. however, in a situation where all the other big economic blocs have, or soon will have, access to significant quantities of cheap resources, europe faces a bleeding of energy-intensive manufacturing. this is likely to be made worse by the effect of cheap fossil fuels drawing such industries back to america. many shale-producing states aside from the us will want to emulate that multiplier effect, either to keep manufacturing at home or to encourage its transfer to their economies â€“ which will further reinforce european deindustrialisation.",unfavorable
299,obama and energy,"four years ago climate change was high on the political agenda â€“ in the us and elsewhere â€“ and obama used the issue to differentiate himself from the bush administration and his republican opponent john mccain. when sarah palin campaigned on the slogan â€ drill, baby drill â€ it seemed as if she was out of touch with polite society. obama appointed a high quality us energy secretary, the nobel prize winner stephen chu and made lavish commitments of funds to research into renewables.",favorable
204,carbon permit trading buoyed by threat of supply constraints,"ukraine sold japan more than $400m of its spare carbon credits under the kyoto protocol last year, but the japanese government wanted the proceeds to be devoted to projects that cut carbon emissions, such as energy efficiency works. ",favorable
437,chancellor backs down on cutting carbon targets,"â€œwe support the governmentâ€™s decision today, but would urge that future targets must emanate from clearer strategies for how each sector of the economy will contribute to meeting our shared goals. concern remains about calls for an increased eu 2030 target whilst the committee on climate change is already warning of a major policy gap in achieving our targets as they stand.â€",unfavorable
632,electricity industry is firmly committed to reducing emissions,our industry is firmly committed to leading the energy transition. our vision of a vibrant european economy based on carbon neutral energy is supported by all major power groups and associations across europe. in the sector itself we have the aspiration to achieve full carbon neutrality well before mid-century.,favorable
103,green barricade: trade faces a new test as carbon taxes go global,"industries such as iron, steel and aluminium in the eu have lobbied vociferously against stricter emissions controls, arguing such legislation would drive them out of europe. expert opinion is divided. research by the european commission found significant losses in competitiveness by energy-intensive industries, while the world bank has generally found little evidence of widespread carbon leakage from existing environmental taxes and regulations. the carbon trust, a government-funded uk body, recently said that the euâ€™s emissions trading scheme would seriously affect only uk businesses in a few energy-intensive sectors. as prof pauwelyn says: â€œthere is a strong incentive for companies to exaggerate the extent of carbon leakage for protectionist reasons. even if you make china internalise the cost of carbon emissions, it will still be competitive in a lot of these industries.â€",favorable
326,push to develop tidal energy,"under the governmentâ€™s climate change commitments, renewables are targeted to provide 15 per cent of power by 2020 but mr wÃ¶rner conceded that the contribution of tidal at that stage would still be â€œpretty smallâ€.",unfavorable
409,politicians unite in backing uk energy market probe,"ed davey, energy and climate change secretary, told mps that the two-year probe was â€œnot a quick fixâ€, but was â€œthe right way to restore peopleâ€™s trustâ€ in an industry that had lost the confidence of consumers. ",favorable
477,the real climate battle after a sweltering 2014,"there are two main sources of climate denial. the first is libertarian ideology, which opposes government more than climate change. climate change requires public policy, and for libertarians, thatâ€™s enough to declare it false. since libertarianism is the elixir of financiers and wealthy peers, climate denial haunts wall street, the city of london, a surprising number of ft readers, and the house of lords.",unfavorable
210,tougher emissions targets will create opportunities,"a 30 per cent target for reductions by 2020, instead of the present 20 per cent, ought to push up the price of carbon emissions and favour new investment in low-carbon energy. however, the timing aspect should also be considered: the low-carbon technologies that might be expected to play a major part in the longer term, such as new nuclear power and carbon capture and storage, will not be widely available until after 2020. that might mean more use of gas and wind power to meet the tougher short-term target.",unfavorable
214,deal of the day: hong kong toy manufacturer buys chinese coal miner,"using anthracite generates more carbon emissions than natural gas. yet, as amrita sen of barcap points out, chinaâ€™s general enthusiasm for coal is driven not just by the domestic abundance of the resource, but also by the lack of carbon emission standards.",unfavorable
529,diplomats raise hopes for deal to cut greenhouse gases,"diplomats are closer to reaching a legally binding global climate change accord in paris this year than they have publicly disclosed, according to uk government officials.",favorable
88,business seeks clear policy on climate change,"government policy on climate change is so vague and inconsistent businesses are unable to make sensible investment decisions on environmental issues, says a survey of large and medium-sized companies.",unfavorable
390,thousands without power as second gale of christmas hits,"heavy rains in particular are likely to become more frequent, said another lead author of the september ipcc report, professor corinne le quere, director of the tyndall centre for climate change research at the university of east anglia. â€œeven though we canâ€™t blame the current weather in the uk on climate change, we expect heavy rains like this to occur as a result of climate change,â€ she said. â€œthe uk has to start to adapt to that kind of event.â€",favorable
466,google and ikea up investments in wind farm,but googleâ€™s power-hungry data centres have also made it a target of environmental campaigners who have been pushing the technology industry to move away from the fossil fuels driving climate change. neither ikea nor google disclosed the value of their new wind farm deals.,favorable
231,climate change: companies are key to an agreement,"yvo de boer, former executive director for the un framework convention on climate change, and the un official in charge of climate change negotiations, says that businesses are the key to combating climate change.",favorable
246,australian companies hit at carbon tax,"under the proposals, which need parliamentary approval, an initial three-year fixed-price carbon tax would increase by 2.5 per cent every year. in 2015 it would move to a market-based emissions trading system. the top 500 polluting companies will receive carbon credits covering up to 94.5 per cent of their carbon emissions initially, on top of additional subsidies in the first few years.",favorable
213,russia cannot afford climate inaction,"russiaâ€™s leaders had slowly begun to change their tone even before this summer. a climate plan was endorsed by the government in 2009. president dmitry medvedev announced in the run-up to the climate change meetings in copenhagen that russia would accept a target of reducing its carbon emissions by 15-20 per cent below 1990 levels, later elevated to 20-25 per cent.",favorable
389,thousands without power as second gale of christmas hits,network rail has stepped up its call for government money to make sure victorian-era train lines can withstand the strain of climate change after another storm swept in from the atlantic causing havoc around the country.,favorable
60,an inconvenient messenger,"even following widespread debate about whether last yearâ€™s hurricane katrina and this yearâ€™s killer heatwave in america were exacerbated by climate change, there is not one prominent figure on capitol hill advocating higher petrol taxes. the last time this happened, when mr clinton raised the petrol tax in 1993, the republicans took control of the house of representatives the following year. ",unfavorable
82,climate change may worsen instability,"climate change threatens to prolong the war on terrorism and foster political instability that some governments will be unable to cope with, an influential panel of 11 retired us generals has warned.",favorable
222,sun throws new light on global warming,prof haigh said: â€œthis [new research] does not give comfort to climate change sceptics at all â€“ it may suggest we do not know enough about the sun but casts no aspersions on climate models [which] would still be producing the same results without these solar effects.â€,unfavorable
175,oil producing nations take a different view on carbon taxes,"environmental groups accused saudi arabia of delaying negotiations, pointing out that the revenue for the organisation of petroleum exporting countries (opec) would still increase $23,000bn between 2008 and 2030 if countries enacted strong climate change legislation that cut oil use, according to the international energy agency, the consumersâ€™ watchdog.",unfavorable
183,ft energy source: the final word,"at present the main stumbling block in copenhagen is all about financing â€“ financing adaptation and mitigation needed for climate change, the costs of climate change to the most vulnerable nations of the association of small island states that may soon perish under the oceans if the process continues, as well as financing investments in abatement and new energy technologies.",unfavorable
672,siemens energy chief defends reliance on fossil fuel contracts,"siemens energy would unveil a plan by the end of the year detailing how it will deal with phasing out coal while honouring fossil fuel service contracts with existing customers, he told the ft.",unfavorable
247,two tales of aim live up to â€˜venture capital with a quoteâ€™,"clean air power, which floated on aim in 2006 at 100p a share, has developed equipment that enables trucks to run on a mixture of liquefied natural gas and diesel, leading to savings of several thousand pounds a year in fuel costs per truck as well as reduced carbon emissions. at the start of 2009 the company announced a letter of intent to co-operate with volvo powertrain. however, it was not until last month that the company was able to confirm that volvo trucks incorporating the technology would start to roll off the production line at the end of this year. it may well be one of those overnight successes that takes years to achieve â€“ but the shares are below mayâ€™s placing price of 7Â¼p.",favorable
50,canada grows cool on climate treaty,"the tories? first budget, tabled this month, earmarked c$2bn over the next five years for a ?made in canada? climate change programme. it also included extra subsidies to local governments to improve public transport facilities, and a tax credit for purchases of monthly public transport passes.",favorable
133,climate groupsâ€™ revenue hits $300bn,"companies providing goods and services that tackle climate change now form a bigger industry grouping than the global software and biotechnology sectors combined, according to new research.",favorable
61,morgan stanley makes $3bn green pledge,"â€œwe strongly support the use of market-based solutions to meet environmental policies and objectives,â€ said simon greenshields, global head of power and carbon emissions trading at morgan stanley.",favorable
343,south africa: new power generation,"all this underlines the difference between south africa and europe when it comes to green power, says patrick haillot of ventusa energy, one of the countryâ€™s renewable developers. â€œeurope pursued renewables for political reasons such as climate change,â€ he says. â€œthey donâ€™t need electricity, they need to reduce carbon emissions. south africa needs electricity and it needs it now.â€",favorable
29,business is key to fighting climate change," hilary clinton, the new york junior senator, told the conference that the us government had â€œabdicated responsibilityâ€ on climate change.",unfavorable
296,decommission the weapons of trade warfare,there may be a role for limited and time-restrained government assistance to new technologies such as solar energy with increasing returns to scale and wider benefits to society â€“ in this case potentially reducing carbon emissions â€“ that are yet to be internalised through measures like carbon taxes. but it makes little sense to deliver that support through blunderous trade restrictions that invite retaliation.,unfavorable
666,sec chair warns of risks tied to esg ratings,large public protests demanding action on climate change are driving more asset managers to incorporate esg measures into their investment processes.,favorable
286,ft masterclass: ultra-running with lizzy hawker,"after studying natural sciences at cambridge she earned a doctorate in polar oceanography, before joining the british antarctic survey to work on climate change research. sheâ€™s still passionate about the environment, but couldnâ€™t see a future in academia. instead she followed her heart back to the mountains for some self-actualisation on the grandest scale. ",favorable
334,keystone pipeline,"this leaves mr obama two options, both of which he should pursue. the first is to step up environmental protection agency curbs on carbon emissions. power companies are protesting against new epa regulations that will limit their carbon output. the white house should stand firm. it should also push ahead with the epaâ€™s plans to reduce the sulphur content in petrol. ",favorable
689,vwâ€™s electric cars spared in chip crisis,"brandstÃ¤tter also welcomed plans by president joe bidenâ€™s administration to commit to achieving net-zero emissions across the us economy by 2050, and the euâ€™s proposed green new deal. but he called on governments to do more to make sure battery-powered vehicles ran on clean electricity.",favorable
450,politicians and business must opt to save the earth,"for the politicians, the issue of climate change is deeply unpleasant. it is filled with uncertainty and technical complexity; it involves time horizons far beyond election cycles; it requires patient long-term investments; and it requires new public-private institutions that are no joy to design and implement over the din of lobbyists. and these issues involve counterintuitive choices, such as stranding fossil fuel reserves that have been discovered but cannot safely be burned because of the need to limit carbon emissions.",unfavorable
388,swedish pension fund ap4 chases returns and cuts co2 exposure,"in october, ap4, one of five buffer funds within the swedish pension system, set up a pioneering emerging market equity strategy to invest in companies with lower carbon emissions. it first implemented that strategy within its us equity holdings last year.",favorable
126,more suppliers raise energy bills,"another government option, one considered more likely, is to force companies to pay for more carbon emissions permits to cover their power station output. currently most of their emissions permits are free.",favorable
606,uk government to bolster support for nuclear power,"however, the government is expected to argue that nuclear power remains crucial to uk energy security and reducing carbon emissions.",favorable
260,china focus: five-year plan to cut pollution,"china has refused to sign up for binding carbon emission limits, while calling for funding and technology transfers from developed countries to help developing nations meet carbon goals. ",unfavorable
705,mitsubishi heavy chief eyes overhaul amid wave of corporate split-ups,mhi hopes that these technologies will pave the way for a smoother transition to net zero emissions. the company said in november 2020 that it aimed to increase its global green energy revenues to Â¥50bn ($434m) in fiscal 2023 and Â¥300bn by fiscal 2030.,favorable
647,activist accountants; goldman de-silos sustainability; hong kong esg battle,"a cynic might ask why the world needs (yet) another esg standard or reporting system, given that this sector is already an alphabet soup. the global reporting initiative (gri) emerged two decades ago to help entities report on issues such as climate and human rights impacts, and the sustainability accounting standards board (sasb) enables companies to tell investors about esg issues. the task force on climate-related financial disclosures (tcfd) focuses on green issues, and the integrated reporting initiative offers another framework.",unfavorable
302,world wind power leader eu passes 100gw,"it took almost 20 years to get the first 10gw of wind power connected to the grid in europe, the ewea said, but only 13 years to add 90gw. half the 100gw was installed over the past six years, in line with eu targets to tackle climate change by getting a fifth of the blocâ€™s energy from renewable sources, such as wind and solar farms, by 2020.",favorable
